,division,subdivision,item_code,description,quantity,unit,labor_hourly_rate,man_hrs_per_unit,total_man_hours,labor_total,material,material_total,equipment,equipment_total,other_cost1,other_cost2,other_cost3,subcontractor,total_mat_lab_equip,notes,file_name,project_year,project_type
10,0.0,0.0,,OTHER INDIRECT COSTS,1.0,LS,0.0,0.0,0.0,170933.46153846153,0.0,74052.0,0.0,1778.5498076923077,240000.0,0.0,0.0,0.0,486764.0113461538,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
11,0.0,0.0,,Wayside Training - Allowance,1.0,LS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60000.0,0.0,0.0,0.0,60000.0,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
12,0.0,0.0,,Lane Closure - Allowance,1.0,LS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,150000.0,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
13,0.0,0.0,,"Temporary Signage, Protection, Traffic Control and Barricades",1.0,LS,0.0,0.0,0.0,170933.46153846153,0.0,74052.0,0.0,1778.5498076923077,30000.0,0.0,0.0,0.0,276764.0113461538,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
14,0.0,0.0,,"PERMITS, BOND & INSURANCE",1.0,LS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1267496.9,0.0,0.0,0.0,1267496.9,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
15,0.0,0.0,,Permitting,1.0,LS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344487.9,0.0,0.0,0.0,344487.9,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
16,0.0,0.0,,Sub Contractor Bonding,1.0,LS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,695866.0,0.0,0.0,0.0,695866.0,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
17,0.0,0.0,,Performance and Payment Bond,1.0,LS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227143.0,0.0,0.0,0.0,227143.0,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
18,0.0,0.0,,DIRECT COSTS,1.0,LS,0.0,0.0,0.0,2114460.569079397,0.0,4604954.23914075,0.0,51039.1608806484,23751898.16045,0.0,6000.0,0.0,30528352.129550792,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
19,0.0,0.0,,GENERAL CONSTRUCTION,1.0,LS,0.0,0.0,0.0,108302.671125,0.0,505208.88,0.0,1984.4740745156253,8168510.00195,0.0,0.0,0.0,8784006.027149515,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
20,0.0,0.0,,Demolition,1.0,LS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142844.8,0.0,0.0,0.0,142844.8,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
21,0.0,0.0,,Concourse Demolition,1.0,LS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47951.875,0.0,0.0,0.0,47951.875,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
22,0.0,0.0,,Canopy,1.0,LS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40426.875,0.0,0.0,0.0,40426.875,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
23,0.0,0.0,,Platform Demolition,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54466.05,0.0,0.0,0.0,54466.05,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
24,0.0,0.0,,Exterior Closure,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,986967.375,0.0,0.0,0.0,986967.375,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
25,0.0,0.0,,Ext Doors,20.0,EA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90000.0,0.0,0.0,0.0,90000.0,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
26,0.0,0.0,,Exterior Closure,1.0,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,896967.375,0.0,0.0,0.0,896967.375,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
27,0.0,0.0,,Roofing,1.0,LS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212562.5,0.0,0.0,0.0,1212562.5,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
28,0.0,0.0,,Platform Roof,25003.0,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,806557.5,0.0,0.0,0.0,806557.5,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
29,0.0,0.0,,Entrance Canopy,2919.0,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255412.5,0.0,0.0,0.0,255412.5,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
30,0.0,0.0,,Substation/Switchgear Roofing,4813.0,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150592.5,0.0,0.0,0.0,150592.5,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
31,0.0,0.0,,Interior Construction,1.0,LS,0.0,0.0,0.0,12870.0,0.0,117203.625,0.0,0.0,340187.82694999996,0.0,0.0,0.0,470261.45195,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
32,0.0,0.0,,Int Doors,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17500.0,0.0,0.0,0.0,17500.0,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
33,0.0,0.0,,Interior Walls,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137319.07695,0.0,0.0,0.0,137319.07695,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
34,0.0,0.0,,Signage,1.0,,0.0,0.0,0.0,11700.0,0.0,106177.5,0.0,0.0,179687.5,0.0,0.0,0.0,297565.0,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
35,0.0,0.0,,Toilet Accessories,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5681.25,0.0,0.0,0.0,5681.25,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
36,0.0,0.0,,Comp. & Cubicle,1.0,,0.0,0.0,0.0,1170.0,0.0,11026.125,0.0,0.0,0.0,0.0,0.0,0.0,12196.125,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
37,0.0,0.0,,Finishes,30492.0,SF,0.0,0.0,0.0,95432.671125,0.0,388005.255,0.0,1984.4740745156253,4972860.0,0.0,0.0,0.0,5458282.400199516,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
38,0.0,0.0,,Ex Passenger Concourse,4908.0,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,637697.5,0.0,0.0,0.0,637697.5,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
39,0.0,0.0,,Substation/Switchgear,4695.0,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258125.0,0.0,0.0,0.0,258125.0,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
40,0.0,0.0,,New Passenger Concourse,1.0,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2325000.0,0.0,0.0,0.0,2325000.0,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
41,0.0,0.0,,Platform,12863.0,SF,0.0,0.0,0.0,95432.671125,0.0,388005.255,0.0,1984.4740745156253,1752037.5,0.0,0.0,0.0,2237459.9001995153,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
42,0.0,0.0,,Floors,12863.0,SF,0.0,0.0,0.0,95432.671125,0.0,388005.255,0.0,1984.4740745156253,5812.5,0.0,0.0,0.0,491234.9001995156,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
43,0.0,0.0,,Ceilings,21492.0,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1746225.0,0.0,0.0,0.0,1746225.0,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
44,0.0,0.0,,Stair Arch,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493337.5,0.0,0.0,0.0,493337.5,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
45,0.0,0.0,,South Emergency Egress Stair,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177243.75,0.0,0.0,0.0,177243.75,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
46,0.0,0.0,,"Stairs 2,3 & 4",1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316093.75,0.0,0.0,0.0,316093.75,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
47,0.0,0.0,,Equipment,1.0,LS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19750.0,0.0,0.0,0.0,19750.0,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
48,0.0,0.0,,Other Equipment (OFCI),1.0,LS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19750.0,0.0,0.0,0.0,19750.0,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
49,0.0,0.0,,STRUCTURAL - BUILDING,1.0,LS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6679590.15,0.0,0.0,0.0,6679590.15,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
50,0.0,0.0,,Demolition,1.0,LS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216778.75,0.0,0.0,0.0,216778.75,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
51,0.0,0.0,,Earthworks,150.0,CY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5683.3,0.0,0.0,0.0,5683.3,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
52,0.0,0.0,,Concrete - Footings,123.0,CY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66251.5,0.0,0.0,0.0,66251.5,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
53,0.0,0.0,,Concrete - Slab on Grade,202.0,CY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123021.25,0.0,0.0,0.0,123021.25,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
54,0.0,0.0,,Concrete - Elevated Platform Slab,280.0,CY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265650.0,0.0,0.0,0.0,265650.0,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
55,0.0,0.0,,Concrete - Pile Caps,604.0,CY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382030.0,0.0,0.0,0.0,382030.0,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
56,0.0,0.0,,Reinforced CMU walls.,9451.0,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190114.55,0.0,0.0,0.0,190114.55,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
57,0.0,0.0,,Roof,43563.0,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451797.05,0.0,0.0,0.0,451797.05,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
58,0.0,0.0,,Structural Steel,82.0,TON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425868.0,0.0,0.0,0.0,425868.0,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
59,0.0,0.0,,Stairs,1.0,LS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180631.65,0.0,0.0,0.0,180631.65,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
60,0.0,0.0,,Box Girders,1.0,LS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4371764.1,0.0,0.0,0.0,4371764.1,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
61,0.0,0.0,,STRUCTURAL - RAIL,1.0,LS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1891839.405,0.0,0.0,0.0,1891839.405,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
62,0.0,0.0,,Demolition,1.0,LS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594757.5,0.0,0.0,0.0,594757.5,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
63,0.0,0.0,,Earthworks.,1.0,LS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26340.405,0.0,0.0,0.0,26340.405,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
64,0.0,0.0,,Box Girders.,1.0,LS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68520.0,0.0,0.0,0.0,68520.0,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
65,0.0,0.0,,"Drilled Piles 36""",1.0,LS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330763.0,0.0,0.0,0.0,330763.0,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
66,0.0,0.0,,Columns,1.0,LS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145705.0,0.0,0.0,0.0,145705.0,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
67,0.0,0.0,,Footings,1.0,LS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306636.0,0.0,0.0,0.0,306636.0,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
68,0.0,0.0,,Pier Caps.,1.0,LS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74635.0,0.0,0.0,0.0,74635.0,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
69,0.0,0.0,,Riser Block/Slab/Seat/Other Slabs,1.0,LS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6440.0,0.0,0.0,0.0,6440.0,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
70,0.0,0.0,,Cruciform Column.,1.0,LS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319843.75,0.0,0.0,0.0,319843.75,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
71,0.0,0.0,,Warning Strip.,1.0,LS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18198.75,0.0,0.0,0.0,18198.75,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
72,0.0,0.0,,CONVEYING,1.0,,0.0,0.0,0.0,0.0,0.025047,0.025047,0.0,0.0,1207500.0,0.0,0.0,0.0,1207500.025047,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
73,0.0,0.0,,Elevators,1.0,,0.0,0.0,0.0,0.0,0.025047,0.025047,0.0,0.0,747500.0,0.0,0.0,0.0,747500.025047,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
74,0.0,0.0,,Escalator,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460000.0,0.0,0.0,0.0,460000.0,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
75,0.0,0.0,,MECHANICAL,1.0,LS,0.0,0.0,0.0,52971.65234375,0.0,241097.79375,0.0,0.0,0.0,0.0,0.0,0.0,294069.44609374995,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
76,0.0,0.0,,Plumbing Fixtures,1.0,LS,0.0,0.0,0.0,22081.92578125,0.0,57601.29375,0.0,0.0,0.0,0.0,0.0,0.0,79683.21953125001,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
77,0.0,0.0,,HVAC System,1.0,LS,0.0,0.0,0.0,0.0,128502.0,128502.0,0.0,0.0,0.0,0.0,0.0,0.0,128502.0,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
78,0.0,0.0,,Storm Drainage,1.0,,0.0,0.0,0.0,30889.7265625,0.0,54994.5,0.0,0.0,0.0,0.0,0.0,0.0,85884.2265625,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
79,0.0,0.0,,ELECTRICAL,1.0,LS,0.0,0.0,0.0,1849343.3935,0.0,3680567.1818437497,0.0,0.0,8125.0,0.0,0.0,0.0,5538035.5753437495,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
80,0.0,0.0,,Demolition and Phasing,1.0,LS,0.0,0.0,0.0,266071.76,0.0,233127.675,0.0,0.0,8125.0,0.0,0.0,0.0,507324.43500000006,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
81,0.0,0.0,,Telecommuncations,1.0,LS,0.0,0.0,0.0,314850.6692,0.0,486063.45686250005,0.0,0.0,0.0,0.0,0.0,0.0,800914.1260625,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
82,0.0,0.0,,Security,1.0,LS,0.0,0.0,0.0,123886.31679999996,0.0,333780.18795000005,0.0,0.0,0.0,0.0,0.0,0.0,457666.50475,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
83,0.0,0.0,,Public Address System,1.0,LS,0.0,0.0,0.0,121095.3775,0.0,132397.38703125,0.0,0.0,0.0,0.0,0.0,0.0,253492.76453125,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
84,0.0,0.0,,Power Distribution,1.0,LS,0.0,0.0,0.0,838989.2699999998,0.0,2032373.475,0.0,0.0,0.0,0.0,0.0,0.0,2871362.745,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
85,0.0,0.0,,Lighting,1.0,LS,0.0,0.0,0.0,184450.0,0.0,381150.0,0.0,0.0,0.0,0.0,0.0,0.0,565600.0,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
86,0.0,0.0,,Signals,8.0,EA,0.0,0.0,0.0,0.0,10209.375,81675.0,0.0,0.0,0.0,0.0,0.0,0.0,81675.0,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
87,0.0,0.0,,SITEWORKS - GENERAL,1.0,LS,0.0,0.0,0.0,98719.60211064732,0.0,175826.12850000002,0.0,47868.920081132776,2001351.6535,0.0,6000.0,0.0,2329766.3041917803,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
88,0.0,0.0,,02100 Demolition,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334489.161,0.0,0.0,0.0,334489.161,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
89,0.0,0.0,,02200 Site Grading,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477036.6175,0.0,0.0,0.0,477036.6175,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
90,0.0,0.0,,02290 Erosion Control,1.0,,0.0,0.0,0.0,3415.5,0.0,1502.82,0.0,790.51115,20815.0,0.0,0.0,0.0,26523.83115,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
91,0.0,0.0,,02300 Site Concrete,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65455.625,0.0,0.0,0.0,65455.625,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
92,0.0,0.0,,02380 Caissons - Straight Shaft,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292370.25,0.0,0.0,0.0,292370.25,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
93,0.0,0.0,,Utilities - Water,540.0,LF,0.0,0.0,0.0,20604.375,0.0,33078.375,0.0,7681.974609375,21062.5,0.0,0.0,0.0,82427.224609375,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
94,0.0,0.0,,Utilities - Sanitary Sewer,420.0,LF,0.0,0.0,0.0,36823.875,0.0,37298.25,0.0,9024.39140625,0.0,0.0,0.0,0.0,83146.51640625,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
95,0.0,0.0,,Utilities - Storm Sewer,393.0,LF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76537.5,0.0,0.0,0.0,76537.5,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
96,0.0,0.0,,Asphalt Pavement,813.0,SY,0.0,0.0,0.0,4693.93272,0.0,30035.1645,0.0,6117.135061485938,0.0,0.0,0.0,0.0,40846.232281485936,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
97,0.0,0.0,,Asphalt Mill and Overlay,1900.0,SY,0.0,0.0,0.0,15606.34907142857,0.0,34078.077000000005,0.0,21177.33942866585,0.0,0.0,0.0,0.0,70861.76550009442,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
98,0.0,0.0,,Driveway Apron,420.0,SY,0.0,0.0,0.0,5827.8835625,0.0,11653.525125,0.0,518.5748273320312,0.0,0.0,0.0,0.0,17999.98351483203,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
99,0.0,0.0,,Plaza paving and steps,18400.0,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568750.0,0.0,0.0,0.0,568750.0,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
100,0.0,0.0,,Pavement Markings,1.0,LS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13187.5,0.0,0.0,0.0,13187.5,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
101,0.0,0.0,,02755 Curbs,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78997.5,0.0,0.0,0.0,78997.5,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
102,0.0,0.0,,Landscaping,1.0,LS,0.0,0.0,0.0,11747.686756718753,0.0,28179.916875,0.0,2558.9935980239584,52650.0,0.0,6000.0,0.0,101136.5972297427,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
103,0.0,0.0,,SITEWORKS - RAIL,1.0,LS,0.0,0.0,0.0,5123.25,0.0,2254.23,0.0,1185.766725,3794981.95,0.0,0.0,0.0,3803545.196725,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
104,0.0,0.0,,Demolition,1.0,LS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72251.05,0.0,0.0,0.0,72251.05,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
105,0.0,0.0,,Site Prep,1.0,LS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130937.5,0.0,0.0,0.0,130937.5,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
106,0.0,0.0,,Grading/Earthworks,1.0,LS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,888967.5,0.0,0.0,0.0,888967.5,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
107,0.0,0.0,,Erosion Control,1.0,,0.0,0.0,0.0,5123.25,0.0,2254.23,0.0,1185.766725,23575.0,0.0,0.0,0.0,32138.246725,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
108,0.0,0.0,,Pavements,1.0,LS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243828.25,0.0,0.0,0.0,243828.25,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
109,0.0,0.0,,Rail Tracks,1.0,LS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271500.0,0.0,0.0,0.0,271500.0,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
110,0.0,0.0,,Fencing/Gates,1.0,LS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107101.8,0.0,0.0,0.0,107101.8,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
111,0.0,0.0,,Misc. Site,1.0,LS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,751250.0,0.0,0.0,0.0,751250.0,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
112,0.0,0.0,,MSE Wall,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1305570.85,0.0,0.0,0.0,1305570.85,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
113,0.0,0.0,,CMR - PRECONSTRUCTION SERVICES AND FEE,1.0,LS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1728651.0,0.0,0.0,0.0,1728651.0,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
114,0.0,0.0,,Pre Construction Services,1.0,LS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300000.0,0.0,0.0,0.0,300000.0,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
115,0.0,0.0,,CMR Profit/Fee,1.0,LS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1428651.0,0.0,0.0,0.0,1428651.0,,Bankhead_Station_Platform_Extension_Sheet1.csv,2024,transportation
